,LGCYINVESTORID,TOP10SHSHLDVALpct,Unnamed: 0,CLUSTER,FULLNAME
4141,6389140,0.9599264212687488,4141,0,"Parker Investment Management, LLC"
4142,6399840,0.44392264879061255,4142,3,"CMH Wealth Management, LLC"
4143,6399852,1.0,4143,3,Agur Provident & Training Funds Management Ltd
4144,6399976,0.7067588993771093,4144,0,Sabrepoint Capital Management LLC
4145,6400005,0.3861769041459637,4145,0,"Cardan Capital Partners, LLC"
4146,6400009,0.6018954013554928,4146,0,Rovida Advisors Inc
4147,6405488,0.5431275811971822,4147,0,"Berkeley Capital Partners, LLC"
4148,6405489,0.32359026675726005,4148,0,IFAM Capital
4149,6410961,0.5392682397309997,4149,0,"Mosaic Family Wealth, LLC"
4150,6416441,0.4815627684180304,4150,0,"BerganKDV Wealth Management, LLC"
4151,6422011,0.7087072489879465,4151,0,Honeycomb Asset Management LP
4152,6422018,0.30416646452096274,4152,3,"Cornerstone Wealth Management, LLC"
4153,6422027,0.2366490225972655,4153,0,"WealthSource Partners, LLC"
4154,6422104,0.5307506256322232,4154,0,Pinkerton Retirement Specialists LLC
4155,6422137,0.9573895190725544,4155,1,"Silicon Valley Capital Partners, L.P."
4156,6422157,0.2851995035363788,4156,0,Sapphire Star Capital LLC
4157,6422159,0.1457374473142377,4157,0,Schonfeld Strategic Advisors LLC
4158,6422163,1.0,4158,0,Lexington Advisors Inc
4159,6422170,0.6103437002409533,4159,0,Sunriver Management LLC
4160,6422171,1.0,4160,0,Cat Rock Capital Management LP
4161,6445084,1.0,4161,0,"TRG Investments, LLC"
4162,6513568,0.6005902256093605,4162,0,CNB Bank
4163,6520591,0.7848230521614328,4163,0,Circle Road Advisors LP
4164,6542572,0.6359410463224987,4164,3,"SCP Investment, LP"
4165,6564505,0.8950505583031066,4165,0,"Oxford Financial Group, Ltd"
4166,6595497,0.2810589543309616,4166,3,"SevenBridge Financial Group, LLC"
4167,6603387,0.8237058093448109,4167,0,"Cable Hill Partners, LLC"
4168,6672461,0.6547180225894359,4168,0,Margate Capital Management LP_NLE
4169,6700398,0.25252621921387297,4169,3,"YorkBridge Wealth Partners, LLC"
4170,6709772,0.329613758239475,4170,0,"Corient Capital Partners, LLC"
4171,6729057,0.5887555258321914,4171,0,"GQG Partners, LLC"
4172,6768980,0.7437534550504721,4172,0,"Independence Advisors, LLC"
4173,6778995,0.4368064716987849,4173,0,Clearstead Advisors LLC
4174,6789312,0.4034339186961273,4174,0,Adalta Capital Management LLC
4175,6810223,0.5156434299204142,4175,3,"Summit Trail Advisors, LLC"
4176,6810255,0.4863019414901524,4176,0,"SL Advisors, LLC"
4177,6831930,0.2575251702693865,4177,0,"Intellectus Partners, LLC"
4178,6854071,0.5042174733711267,4178,3,Lincoln Capital Corporation
4179,6887453,0.494471376956896,4179,0,"Lucha Capital Management, L.P."
4180,6910133,1.0,4180,0,Engadine Partners LLP
4181,6921430,1.0,4181,0,Puissance Capital Management LP
4182,6921664,0.4166245840649745,4182,0,"Harwood Advisory Group, LLC"
4183,6921752,0.2422499885809316,4183,0,GAM Capital Management (Switzerland) AG
4184,6921758,0.9170694206868374,4184,0,"Delphi Private Advisors, LLC"
4185,6933294,0.19060838114571446,4185,0,"Advisor Group, Inc"
4186,6944818,0.418953474087021,4186,0,"Nicholas Hoffman & Company, LLC"
4187,6944842,0.4186105502531795,4187,0,"Probity Advisors, Inc."
4188,6944880,0.986090833968076,4188,1,"Premise Capital, LLC"
4189,6944931,0.3048546677212957,4189,0,"Wolverine Trading, LLC"
4190,6944936,0.35530671811029724,4190,3,"Wintrust Investments, LLC"
4191,6956456,0.7963893842854726,4191,0,ThornTree Capital Partners LP
4192,6956497,0.4543199603748596,4192,3,"Day & Ennis, LLC"
4193,6992007,0.8936073451522202,4193,0,Strategic Wealth Partners Group LLC
4194,7016330,0.09610415647582683,4194,0,Squarepoint Capital LLP
4195,7016524,1.0,4195,0,"Hartford Funds Management Company, LLC"
4196,7041620,0.486086618532617,4196,0,Wealthcare Advisory Partners LLC
4197,7092756,0.7532508602865596,4197,0,GuardCap Asset Management Limited
4198,7145205,1.0,4198,0,"Highwater Wealth Management, LLC"
4199,7158481,1.0,4199,0,SHEN NEIL NANPENG
4200,7171657,0.8386799131369862,4200,0,Tavio Capital LLC
4201,7185253,0.38170927348569805,4201,0,Fidelity Investments Canada ULC
4202,7384275,0.7008236522846326,4202,0,Black-and-White Capital LP
4203,7493194,0.5500631854413164,4203,0,Castle Hook Partners LP
4204,7574409,0.26646152111953336,4204,0,"Sapience Investments, LLC"
4205,7625411,1.0,4205,0,Primavera Capital Management Ltd
4206,7747652,0.3024344297442947,4206,3,"Benefit Financial Services Group, LLC"
4207,7747726,0.6839089552316683,4207,0,FC Advisory LLC
4208,7747940,1.0,4208,0,Winder Investment Pte. Ltd.
4209,7802413,0.6322789431916801,4209,3,"MayTech Global Investments, LLC"
4210,7839046,0.2726760260756311,4210,0,"Ibex Wealth Advisors, LLC"
4211,7857449,0.2500256472716099,4211,0,"Verdence Capital Advisors, LLC"
4212,7857507,0.6775147540469697,4212,0,Guidant Wealth Advisors
4213,7876134,0.3232501968336962,4213,0,"HMS Capital Management, LLC"
4214,7913899,0.4760143717656047,4214,0,"RVB Capital Management, LLC"
4215,7914039,0.6198734265159536,4215,0,"Pathway Financial Advisors, LLC"
4216,7932912,0.2781039486144385,4216,0,Lyell Wealth Management LP
4217,7932998,0.904673057487678,4217,0,"CNO Financial Group, Inc."
4218,7933001,0.3273594135821545,4218,0,"Doyle Wealth Management, Inc."
4219,7933007,0.8211174330371088,4219,0,"Connecticut Wealth Management, LLC"
4220,7933015,0.90560990553702,4220,0,O'Brien Wealth Partners LLC
4221,7952145,0.20823204875175824,4221,0,Xact Kapitalforvaltning AB
4222,7952166,0.2680589978606997,4222,0,"ETF Managers Group, LLC"
4223,7990634,0.2695291578910481,4223,3,Resources Management Corp
4224,8010234,0.8604840258805743,4224,0,"VR Adviser, LLC"
4225,8010938,1.0,4225,0,"YT Extraction Co Investment Partners, L.P."
4226,8030184,0.9772233072491248,4226,0,"3EDGE Asset Management, LP"
4227,8030605,0.2983706840691863,4227,3,"Elmwood Wealth Management, INC."
4228,8070149,0.6074341077995894,4228,0,"SRS Capital Advisors, Inc"
4229,8151022,0.3217098162779148,4229,0,"Clearwater Capital Partners, LLC"
4230,8191822,0.6110730449889888,4230,0,Quattro Financial Advisors LLC
4231,8191872,0.6065111859859058,4231,3,RGT Wealth Advisors
4232,8233717,0.9999999999999996,4232,0,Kadensa Capital Limited
4233,8254374,0.4122497479124971,4233,0,Mint Tower Capital Management B.V.
4234,8275463,0.2280322652954906,4234,0,6 Meridian LLC
4235,8296326,0.6637498132378458,4235,0,"Siena Capital Partners GP, LLC"
4236,8296553,0.4155654870344384,4236,3,"Dynasty Wealth Management, LLC"
4237,8339617,0.9742115062273441,4237,3,Yong Rong (HK) Asset Management Limited
4238,8382958,0.6813721595805246,4238,0,"Aristotle Atlantic Partners, LLC"
4239,8536673,0.5676770027057062,4239,0,"Ranger Global Real Estate Advisors, LLC."
4240,8558464,0.7012674877509726,4240,2,"Eldridge Investment Advisors, Inc."
4241,8647442,1.0,4241,0,"Ascribe Capital, LLC"
4242,8692136,0.4192199127088742,4242,0,"Bedel Financial Consulting, Inc."
4243,8737966,0.39663707632827255,4243,0,"Clifford Capital Partners, LLC"
4244,8784150,1.0,4244,0,Hill Path Capital LP
4245,8807451,0.7617871760281241,4245,0,"Shelter Harbor Advisors, LP"
4246,8854171,1.0,4246,0,BlueDrive Global Investors LLP
4247,8854354,0.9722072644330852,4247,0,"Hamilton Capital, LLC"
4248,8877465,0.6254032230511101,4248,0,"Blue Sky Asset Management, LLC"
4249,8877496,0.3499523076232294,4249,3,"Parallel Advisors, LLC"
4250,8924998,0.5850182408427452,4250,0,"Huber Financial Advisors, LLC"
4251,8972581,0.5528523661631451,4251,3,"Arthur M. Cohen & Associates, LLC"
4252,8972585,1.0,4252,0,Mantle Ridge LP
4253,8972618,0.8856858093524578,4253,0,Consilium Associates
4254,8996673,0.997681500148334,4254,0,Pachira Investments Inc.
4255,8996743,0.3612264416972391,4255,0,"First Capital Advisors Group, LLC"
4256,9020846,0.7392811994903029,4256,0,"REDW Wealth, LLC"
4257,9020888,0.3442578688630274,4257,3,Norway Savings Bank
4258,9068963,0.4985563915407122,4258,0,"First Command Financial Services, Inc."
4259,9068964,0.4985563915407122,4259,0,First Command Bank
4260,9069334,0.8933959529187415,4260,2,"Paragon Wealth Strategies, LLC"
4261,9069338,0.7805370850516152,4261,0,"Wechter Feldman Wealth Management, Inc"
4262,9069339,0.24303290195340685,4262,0,"Intrinsic Edge Capital Management, LLC"
4263,9070437,0.9463337034047692,4263,0,Jentner Wealth Management
4264,9070600,0.2786777674110901,4264,0,Bay Colony Advisors
4265,9070790,0.5927951608392161,4265,0,"Kohmann Bosshard Financial Services, LLC"
4266,9071261,0.5326780939994331,4266,0,Rubric Capital Management LP
4267,9071262,0.4244483141651336,4267,0,"Radnor Capital Management, LLC"
4268,9071263,0.8623129254903059,4268,0,Florin Court Capital LLP
4269,9071264,0.9126390915397984,4269,0,DFT Energy LP
4270,9095384,0.8971776141398042,4270,2,Janiczek Wealth Management
4271,9095410,0.4391603966569947,4271,0,Polianta Ltd
4272,9095475,0.9707378153850548,4272,0,"Hapanowicz & Associates Financial Services, Inc"
4273,9095488,0.3079895590718517,4273,0,"Capital Investment Advisory Services, LLC"
4274,9095824,1.0,4274,0,"LFL Advisers, LLC"
4275,9095851,0.5170110782340848,4275,0,Sicart Associates LLC
4276,9095863,0.2580080090920965,4276,0,Farmers & Merchants Trust Co of Chambersburg PA
4277,9095876,0.6366977193678296,4277,2,Asset Planning Services Ltd.
4278,9095877,0.3146696482582493,4278,0,Private Advisory Group LLC
4279,9095879,0.4228136078532596,4279,0,Managed Account Services Inc.
4280,9096406,0.34351226064362816,4280,0,"Armor Investment Advisors, LLC"
4281,9096746,0.7446425316948231,4281,0,Fusion Family Wealth LLC
4282,9096807,0.6058700915081696,4282,0,"Stone House Investment Management, LLC"
4283,9096814,0.3344301994990659,4283,3,"Abbrea Capital, LLC"
4284,9096820,0.8601084178659143,4284,3,New Capital Management LP
4285,9096821,0.2880554372865195,4285,0,"Concentric Wealth Management, LLC"
4286,9096822,0.3597738523144198,4286,3,JT Stratford LLC
4287,9096823,0.7583867310411905,4287,0,"Honkamp Krueger Financial Services, Inc"
4288,9096824,0.2103448929170072,4288,0,ARP Americas LP
4289,9097084,0.24047949620759,4289,0,"Summit Global Investments, LLC"
4290,9097113,0.9709763339802754,4290,0,Courant Investment Management LLC
4291,9097115,0.652768210356379,4291,0,"McAdam, LLC"
4292,9097151,0.5877233309310446,4292,0,"Conservest Capital Advisors, Inc."
4293,9097156,0.22795894566112415,4293,3,The Glenview Trust Company
4294,9097160,0.5145407488841915,4294,0,"Barber Financial Group, Inc."
4295,9097185,0.3265010030721929,4295,0,United Bank
4296,9097186,0.6076267360590429,4296,3,"WP Advisors, LLC"
4297,9097187,0.7926440716167485,4297,0,Riverpoint Wealth Management
4298,9097188,0.7614708227560016,4298,0,"Sandia Holdings, LLC"
4299,9097189,0.2341744995118431,4299,0,Elkfork Partners LLC
4300,9097536,0.5541403525036134,4300,0,"Chescapmanager, L.L.C."
4301,9097622,0.42741441441633055,4301,0,"Good Life Advisors, LLC"
4302,9097629,1.0,4302,0,William Marsh Rice University
4303,9097636,1.0,4303,0,SOF Ltd
4304,9097663,0.6052445859415149,4304,0,"Greytown Advisors, Inc"
4305,9097670,1.0,4305,0,"Worm Capital, LLC"
4306,9097693,0.5535477171924904,4306,3,"Bowie Capital Management, LLC"
4307,9097694,0.4555957007907864,4307,0,"Empowered Funds, LLC"
4308,9097696,0.9933346678220172,4308,0,"Valley Forge Capital Management, LP"
4309,9097703,0.4142867277637363,4309,0,"Meridian Wealth Management, LLC"
4310,9097708,0.4934977070313028,4310,2,"Smith Shellnut Wilson, LLC"
4311,9097709,0.9383315526815093,4311,0,Total Investment Management Inc
4312,9097712,0.8922000612744762,4312,0,"Northwest Quadrant Wealth Management, LLC"
4313,9097717,0.9012363240236432,4313,0,"Steel Canyon Capital, LLC"
4314,9097719,1.0,4314,0,White Square Capital LLP
4315,9097731,0.9873395699046787,4315,1,Gainplan LLC
4316,9097732,1.0,4316,0,Trustees of General Electric Pension Trust
4317,9097733,0.7410479249702054,4317,0,"Franklin Square Holdings, L.P"
4318,9097736,0.2497331696736306,4318,3,Flinton Capital Management LLC
4319,9097737,0.2479368030963296,4319,3,"Marietta Wealth Management, LLC"
4320,9098088,0.3539097497969253,4320,0,AE Wealth Management LLC
4321,9098121,0.9836547771634444,4321,0,Vantis Investment Advisers L.P.
4322,9098132,0.7413078578165163,4322,0,"Bristol Advisors, LLC"
4323,9098146,0.22092816923167533,4323,3,Tyers Asset Management LLC
4324,9098161,1.0,4324,0,"Ice Pond Lane Advisers, LLC"
4325,9098167,0.5106648548085992,4325,0,"22NW, LP"
4326,9098188,0.6934074697621373,4326,0,Vantage Financial Partners Limited
4327,9098191,0.7456205364879539,4327,0,Ullmann Wealth Partners
4328,9098194,0.22325883966382606,4328,3,Meadow Creek Investment Management LLC
4329,9098198,0.6181163406628111,4329,0,"SigFig Wealth Management, LLC"
4330,9098204,0.20054021778574893,4330,0,Glen Harbor Capital Management LLC
4331,9098207,0.20379646102794066,4331,3,"IHT Wealth Management, LLC"
4332,9098211,0.24586881807939184,4332,3,Neuburgh Advisers LLC
4333,9098216,0.5960634530772757,4333,3,California Capital Management
4334,9098244,0.6638852187423704,4334,0,"Hartree Partners, LP"
4335,9098246,0.5574018404888729,4335,0,"Virtus Alternative Investment Advisers, Inc."
4336,9098248,0.21297639002765967,4336,3,"Level Four Advisory Services, LLC"
4337,9098249,0.8503225774103842,4337,0,Point72 Europe (London) LLP
4338,9098250,0.2932096315239677,4338,0,Camden National Bank
4339,9098262,1.0,4339,0,XL Group Investments Ltd
4340,9098264,0.6116599931594754,4340,3,HCR Wealth Advisors
4341,9098623,0.6733512269313421,4341,0,Shepherd Financial Partners LLC
4342,9098632,0.6133065679205639,4342,0,"Fortis Advisors, LLC"
4343,9098641,1.0,4343,0,"Value Monitoring, Inc."
4344,9098702,0.4250738925383911,4344,0,"Worth Venture Partners, LLC"
4345,9098703,0.5131037127400275,4345,0,Bridgeworth Wealth Management
4346,9098717,0.1897485660390676,4346,0,"Independent Advisor Alliance, LLC"
4347,9098746,0.3715100206977812,4347,0,"RB Capital Management, LLC"
4348,9099004,0.5801405208258608,4348,0,"Flaharty Asset Management, LLC"
4349,9099008,0.3930522882517843,4349,2,"Heritage Way Advisors, LLC"
4350,9099057,0.28834557731602745,4350,0,"Holocene Advisors, LP"
4351,9099508,0.3283782043089094,4351,0,"Advantage Investment Management, LLC"
4352,9099519,0.7394220924592272,4352,0,The Pacific Center for Financial Services
4353,9099568,0.5685603925246245,4353,0,PagnatoKarp Partners LLC
4354,9099583,0.4139445327051041,4354,3,"GSB Wealth Management, LLC"
4355,9099674,0.4468058211560944,4355,0,MYDA Advisors LLC
4356,9099688,0.8823528822077822,4356,0,"Taikang Asset Management (Hong Kong) Co., Ltd."
4357,9100386,0.24292765267568756,4357,0,"Kaizen Advisory, LLC"
4358,9102666,0.4566402619569957,4358,0,"Almanack Investment Partners, LLC"
4359,9102702,0.4444267297529616,4359,0,Sowell Management Services
4360,9104267,0.5991659296240159,4360,0,"Probabilities Fund Management, LLC"
4361,9104636,0.4919596377773521,4361,0,"The Patriot Financial Group, LLC"
4362,9105259,0.38990858151877184,4362,3,"Buckley Wealth Management, LLC"
4363,9107119,0.27252547878486866,4363,0,Diametric Capital
4364,9108130,0.6785271562565471,4364,0,Sovarnum Capital L.P.
4365,9108829,0.5326846587965786,4365,3,"Winning Points Advisors, LLC"
4366,9108875,0.1887031530970509,4366,3,"Steward Partners Investment Advisory, LLC"
4367,9109257,0.6299974472804066,4367,0,"Access Financial Services, Inc"
4368,9112165,0.8587360805473717,4368,0,"Red Cedar Management, LP"
4369,9113038,0.15700357534898746,4369,3,"MetLife Investment Management, LLC"
4370,9194844,1.0,4370,0,"Ursa Fund Management, LLC"
4371,9194845,0.6436247158958863,4371,2,"WSFS Capital Management, LLC"
4372,9195199,0.4661484413547612,4372,0,"Parkside Investments, LLC"
4373,9222297,0.9006412383936768,4373,0,Diameter Capital Partners LP
4374,9249916,1.0,4374,0,WIM Asset Management (HK) Limited
4375,9277408,0.7191658974571965,4375,0,"Omnia Family Wealth, LLC"
4376,9304805,0.6830221353039424,4376,0,Azora Capital LP
4377,9415319,0.7494806666030975,4377,0,"Moneywise, Inc."
4378,9415322,0.9252239467858316,4378,0,"Wall Capital Group, Inc."
4379,9499418,0.7599005345312326,4379,0,"Stormborn Capital Management, LLC"
4380,9499555,1.0,4380,0,EXOR Investments (UK) LLP
4381,9613097,0.6655819060983954,4381,0,"BlueSky Wealth Advisors, LLC"
4382,9670352,0.4870325108151339,4382,0,Lunia Capital LP
4383,9817307,1.0000000000000002,4383,0,Green Court Capital Management Limited
4384,9818264,0.4092424570521199,4384,3,Heritage Trust Co
4385,9818867,0.2423993551604559,4385,0,Northstar Wealth Partners LLC
4386,9818868,0.4082809883090216,4386,3,"Founders Capital Management, Inc."
4387,9819743,1.0,4387,0,Knights of Columbus Asset Advisors LLC (Sibling)
4388,9819751,0.2468666817098784,4388,0,"Global Financial Private Capital, Inc"
4389,9820137,0.4443655987298197,4389,0,The Goff Financial Group
4390,9820145,0.7635223110835981,4390,1,"Circle Wealth Management, LLC"
4391,9820146,0.3240413262435365,4391,3,"Sterling Investment Advisors, Ltd."
4392,9820641,1.0,4392,0,Serenity Capital LLC
4393,9821170,0.18145156483106314,4393,0,Flagship Harbor Advisors LLC
4394,9821215,0.7973074981905782,4394,0,Farmhouse Investment Management LLC_NLE
4395,9823242,1.0,4395,0,ConocoPhillips Company
4396,9823365,0.18191411615849212,4396,0,"Kingsview Asset Management, LLC"
4397,9823693,0.5531002924940159,4397,0,Prana Capital Management LP
4398,9823695,0.6589184865237622,4398,2,"Gilbert & Cook, Inc."
4399,9827540,0.6064645695053474,4399,0,"Franklin, Parlapiano, Turner & Welch, LLC"
4400,9829400,0.6347438971448623,4400,1,"AUA Capital Management, LLC"
4401,9829902,0.4384494216810839,4401,0,Thames Capital Management
4402,9832658,0.3624322072547898,4402,0,"Centaurus Financial, Inc."
4403,9833438,0.8895835108520149,4403,0,"Blueport Capital, L.P."
4404,9833503,0.35290287240900337,4404,3,"Atlantic Trust, LLC"
4405,9850880,0.4214921351359662,4405,3,West Branch Capital LLC
4406,9851020,0.6809829874039509,4406,0,Peak Capital Management LLC
4407,9852730,0.7703769914164802,4407,2,"Wela Strategies, Inc."
4408,9853759,0.3332554511419678,4408,0,Integrated Financial Partners
4409,9857906,1.0,4409,0,Saya Management LP
4410,9860037,0.3285345616135518,4410,0,"Geneva Partners, LLC"
4411,9860064,0.3233118770907427,4411,0,"Summit Financial Group, Inc."
4412,9860534,0.6244014180767292,4412,0,"Crescent Grove Advisors, LLC"
4413,9862813,0.413726873631684,4413,0,"BDO Wealth Advisors, LLC"
4414,9862929,0.9993921468086999,4414,2,Adventist Health System Sunbelt Healthcare Corp
4415,9863437,0.3041136025866901,4415,0,Providence First Trust Company
4416,9863496,0.5637351822801296,4416,0,"Intercontinental Wealth Advisors, LLC"
4417,9863520,0.7078936605596677,4417,0,"Regal Wealth Group, Inc"
4418,9863987,0.6439747107406666,4418,0,"The GenWealth Group, Inc."
4419,9864017,0.19429863472039569,4419,0,"KCS Wealth Advisory, LLC"
4420,9864528,0.9874524326423616,4420,0,RPTC Inc
4421,9865196,0.2694483620737152,4421,3,Summit Wealth Strategies
4422,9865202,0.5050840657322325,4422,0,"Resources Investment Advisors, LLC"
